 50 
 55 38 45 38 58 56 36 49 0 17 38 
 61 35 30 32 20 30 11 48 15 44 24 
 28 65 37 4 13 33 
 28 54 76 19 2 41 47 36 32 48 79 
 49 54 11 54 16 50 83 72 33 43 62 
 72 52 30 56 51 64 49 66 17 0 50 
 76 20 48 24 16 37 8 64 28 61 30 
 11 73 28 19 26 15 
 65 46 28 49 50 10 42 69 30 10 28 
 44 51 42 53 51 64 33 62 62 57 37 
 47 3 63 36 57 25 58 46 38 50 0 
 69 58 36 70 39 63 49 57 23 34 23 
 57 31 76 33 25 63 
 60 24 92 58 74 66 31 54 86 77 82 
 106 114 66 22 61 32 84 7 51 112 105 
 28 66 106 32 116 94 29 23 61 76 69 
 0 96 34 73 80 46 68 12 63 36 76 
 88 98 79 62 63 91 
 47 73 78 39 22 49 65 56 31 52 85 
 39 41 29 73 37 71 89 91 53 26 57 
 89 60 10 73 35 63 69 84 35 20 58 
 96 0 65 40 19 58 29 83 40 77 35 
 10 73 40 35 38 12 
 44 10 63 33 46 32 6 43 51 44 57 
 72 79 36 16 36 30 60 27 37 78 72 
 24 34 75 9 82 61 22 18 30 48 36 
 34 65 0 54 48 34 40 21 29 16 41 
 59 67 60 30 29 63 
 12 56 98 22 23 60 50 20 57 70 99 
 74 78 28 52 20 41 103 70 21 66 87 
 78 70 49 63 74 87 44 71 32 24 70 
 73 40 54 0 41 26 21 63 47 70 53 
 29 96 6 36 45 28 
 42 57 61 29 17 30 49 50 16 34 66 
 34 39 17 58 28 59 71 75 46 31 46 
 70 40 27 54 38 48 56 66 20 16 39 
 80 19 48 41 0 49 21 68 20 58 16 
 19 58 44 18 19 24 
 14 33 92 19 35 54 29 8 62 66 89 
 83 88 32 28 21 15 92 44 5 80 90 
 56 62 68 43 87 85 18 48 30 37 63 
 46 58 34 26 49 0 29 37 43 50 54 
 48 93 32 35 42 49 
 21 46 76 10 6 39 39 29 36 48 78 
 55 60 7 45 7 41 82 63 25 51 66 
 65 50 39 49 58 65 40 59 11 8 49 
 68 29 40 21 21 29 0 56 26 55 32 
 20 75 26 15 24 23 
 51 11 82 46 62 54 18 46 73 66 73 
 94 101 54 10 49 24 76 7 41 99 93 
 23 54 93 21 104 82 19 16 48 64 57 
 12 83 21 63 68 37 56 0 50 26 63 
 75 87 69 49 51 79 
 43 39 51 27 27 13 32 48 22 23 52 
 43 50 19 42 28 48 56 57 41 49 47 
 50 23 48 34 53 42 43 46 15 28 23 
 63 40 29 47 20 43 26 50 0 37 12 
 36 50 52 10 2 42 
 60 19 56 48 59 34 21 59 57 44 46 
 76 83 50 27 51 43 49 28 53 85 71 
 13 31 85 7 88 58 36 12 44 61 34 
 36 77 16 70 58 50 55 26 37 0 47 
 71 62 76 42 38 77 
 51 51 46 36 30 15 45 58 10 18 50 
 30 37 25 55 36 61 54 69 52 37 35 
 61 25 40 46 40 33 56 58 24 30 23 
 76 35 41 53 16 54 32 63 12 47 0 
 35 43 58 19 13 41 
 36 66 80 30 13 48 58 45 34 53 85 
 47 49 22 65 27 61 90 83 43 36 62 
 83 59 20 67 45 66 60 77 28 11 57 
 88 10 59 29 19 48 20 75 36 71 35 
 0 76 30 29 34 5 
 93 77 9 77 74 38 73 98 43 26 24 
 41 46 68 84 78 95 26 91 92 60 22 
 73 33 74 65 55 10 89 74 65 73 31 
 98 73 67 96 58 93 75 87 50 62 43 
 76 0 101 61 52 82 
 18 63 103 28 27 66 56 25 60 75 104 
 77 80 33 59 26 47 108 76 27 67 91 
 84 76 49 70 76 91 50 77 37 28 76 
 79 40 60 6 44 32 26 69 52 76 58 
 30 101 0 42 50 28 
 32 38 61 16 18 23 31 38 27 34 62 
 48 54 8 40 17 42 66 56 32 49 55 
 54 34 44 37 55 52 38 48 4 19 33 
 62 35 30 36 18 35 15 49 10 42 19 
 29 61 42 0 8 34 
 41 39 53 25 25 15 32 46 22 25 54 
 44 50 16 42 26 47 58 57 40 48 48 
 51 26 46 35 52 43 43 47 13 26 25 
 63 38 29 45 19 42 24 51 2 38 13 
 34 52 50 8 0 40 
 37 70 86 33 17 54 62 46 39 59 91 
 51 53 27 69 30 63 96 87 44 38 67 
 88 65 21 72 48 72 63 82 33 15 63 
 91 12 63 28 24 49 23 79 42 77 41 
 5 82 28 34 40 0 
